"population","demographic_group","indicator","survey_year","value","indicator_type"
adults,Total,Family wellbeing - high,2021,50.1,Other
adults,Men,Family wellbeing - high,2021,50.8,Other
adults,Women,Family wellbeing - high,2021,49.4,Other
adults,"15-24",Family wellbeing - high,2021,48.5,Other
adults,"25-34",Family wellbeing - high,2021,49.5,Other
adults,"35-44",Family wellbeing - high,2021,51.6,Other
adults,"45-54",Family wellbeing - high,2021,51.8,Other
adults,"55-64",Family wellbeing - high,2021,54.3,Other
adults,"65-74",Family wellbeing - high,2021,46.2,Other
adults,"75+",Family wellbeing - high,2021,46.2,Other
adults,Total Māori,Family wellbeing - high,2021,48.5,Other
adults,Total Pacific,Family wellbeing - high,2021,41.2,Other
adults,Total Asian,Family wellbeing - high,2021,44.8,Other
adults,Total European/Other,Family wellbeing - high,2021,52.5,Other
adults,Total Northern,Family wellbeing - high,2021,48.5,Other
adults,Total Midland,Family wellbeing - high,2021,51.3,Other
adults,Total Central,Family wellbeing - high,2021,53.8,Other
adults,Total South Island,Family wellbeing - high,2021,48.0,Other
adults,Māori men,Family wellbeing - high,2021,50.8,Other
adults,Māori women,Family wellbeing - high,2021,46.3,Other
adults,Pacific men,Family wellbeing - high,2021,45.4,Other
adults,Pacific women,Family wellbeing - high,2021,37.6,Other
adults,Asian men,Family wellbeing - high,2021,43.0,Other
adults,Asian women,Family wellbeing - high,2021,46.8,Other
adults,European/Other men,Family wellbeing - high,2021,53.4,Other
adults,European/Other women,Family wellbeing - high,2021,51.6,Other
adults,Northern men,Family wellbeing - high,2021,48.3,Other
adults,Midland men,Family wellbeing - high,2021,50.1,Other
adults,Central men,Family wellbeing - high,2021,56.1,Other
adults,South Island men,Family wellbeing - high,2021,49.6,Other
adults,Northern women,Family wellbeing - high,2021,48.7,Other
adults,Midland women,Family wellbeing - high,2021,52.4,Other
adults,Central women,Family wellbeing - high,2021,51.5,Other
adults,South Island women,Family wellbeing - high,2021,46.2,Other
adults,Total Non-disabled,Family wellbeing - high,2021,50.5,Other
adults,Total Disabled,Family wellbeing - high,2021,46.7,Other
adults,Non-disabled men,Family wellbeing - high,2021,50.4,Other
adults,Disabled men,Family wellbeing - high,2021,56.1,Other
adults,Non-disabled women,Family wellbeing - high,2021,50.6,Other
adults,Disabled women,Family wellbeing - high,2021,38.6,Other
adults,Total,Family wellbeing - medium,2021,13.6,Other
adults,Men,Family wellbeing - medium,2021,12.9,Other
adults,Women,Family wellbeing - medium,2021,14.2,Other
adults,"15-24",Family wellbeing - medium,2021,13.0,Other
adults,"25-34",Family wellbeing - medium,2021,15.5,Other
adults,"35-44",Family wellbeing - medium,2021,11.3,Other
adults,"45-54",Family wellbeing - medium,2021,14.1,Other
adults,"55-64",Family wellbeing - medium,2021,14.4,Other
adults,"65-74",Family wellbeing - medium,2021,16.1,Other
adults,"75+",Family wellbeing - medium,2021,9.0,Other
adults,Total Māori,Family wellbeing - medium,2021,17.2,Other
adults,Total Pacific,Family wellbeing - medium,2021,11.0,Other
adults,Total Asian,Family wellbeing - medium,2021,12.2,Other
adults,Total European/Other,Family wellbeing - medium,2021,13.6,Other
adults,Total Northern,Family wellbeing - medium,2021,13.6,Other
adults,Total Midland,Family wellbeing - medium,2021,14.9,Other
adults,Total Central,Family wellbeing - medium,2021,13.6,Other
adults,Total South Island,Family wellbeing - medium,2021,12.4,Other
adults,Māori men,Family wellbeing - medium,2021,14.4,Other
adults,Māori women,Family wellbeing - medium,2021,20.0,Other
adults,Pacific men,Family wellbeing - medium,2021,6.1,Other
adults,Pacific women,Family wellbeing - medium,2021,15.1,Other
adults,Asian men,Family wellbeing - medium,2021,10.8,Other
adults,Asian women,Family wellbeing - medium,2021,13.7,Other
adults,European/Other men,Family wellbeing - medium,2021,13.8,Other
adults,European/Other women,Family wellbeing - medium,2021,13.5,Other
adults,Northern men,Family wellbeing - medium,2021,13.3,Other
adults,Midland men,Family wellbeing - medium,2021,15.7,Other
adults,Central men,Family wellbeing - medium,2021,12.2,Other
adults,South Island men,Family wellbeing - medium,2021,11.0,Other
adults,Northern women,Family wellbeing - medium,2021,13.9,Other
adults,Midland women,Family wellbeing - medium,2021,14.2,Other
adults,Central women,Family wellbeing - medium,2021,15.0,Other
adults,South Island women,Family wellbeing - medium,2021,14.0,Other
adults,Total Non-disabled,Family wellbeing - medium,2021,12.7,Other
adults,Total Disabled,Family wellbeing - medium,2021,22.1,Other
adults,Non-disabled men,Family wellbeing - medium,2021,12.3,Other
adults,Disabled men,Family wellbeing - medium,2021,20.1,Other
adults,Non-disabled women,Family wellbeing - medium,2021,13.2,Other
adults,Disabled women,Family wellbeing - medium,2021,23.8,Other
adults,Total,Family wellbeing - low,2021,3.6,Other
adults,Men,Family wellbeing - low,2021,3.2,Other
adults,Women,Family wellbeing - low,2021,3.9,Other
adults,"15-24",Family wellbeing - low,2021,3.8,Other
adults,"25-34",Family wellbeing - low,2021,4.1,Other
adults,"35-44",Family wellbeing - low,2021,2.8,Other
adults,"45-54",Family wellbeing - low,2021,4.2,Other
adults,"55-64",Family wellbeing - low,2021,4.7,Other
adults,"65-74",Family wellbeing - low,2021,2.1,Other
adults,"75+",Family wellbeing - low,2021,2.1,Other
adults,Total Māori,Family wellbeing - low,2021,3.6,Other
adults,Total Pacific,Family wellbeing - low,2021,3.3,Other
adults,Total Asian,Family wellbeing - low,2021,1.2,Other
adults,Total European/Other,Family wellbeing - low,2021,4.2,Other
adults,Total Northern,Family wellbeing - low,2021,2.1,Other
adults,Total Midland,Family wellbeing - low,2021,3.2,Other
adults,Total Central,Family wellbeing - low,2021,3.4,Other
adults,Total South Island,Family wellbeing - low,2021,6.0,Other
adults,Māori men,Family wellbeing - low,2021,3.9,Other
adults,Māori women,Family wellbeing - low,2021,3.4,Other
adults,Pacific men,Family wellbeing - low,2021,1.5,Other
adults,Pacific women,Family wellbeing - low,2021,4.8,Other
adults,Asian men,Family wellbeing - low,2021,1.3,Other
adults,Asian women,Family wellbeing - low,2021,1.1,Other
adults,European/Other men,Family wellbeing - low,2021,3.9,Other
adults,European/Other women,Family wellbeing - low,2021,4.6,Other
adults,Northern men,Family wellbeing - low,2021,1.1,Other
adults,Midland men,Family wellbeing - low,2021,3.7,Other
adults,Central men,Family wellbeing - low,2021,3.6,Other
adults,South Island men,Family wellbeing - low,2021,5.1,Other
adults,Northern women,Family wellbeing - low,2021,2.9,Other
adults,Midland women,Family wellbeing - low,2021,2.8,Other
adults,Central women,Family wellbeing - low,2021,3.1,Other
adults,South Island women,Family wellbeing - low,2021,7.1,Other
adults,Total Non-disabled,Family wellbeing - low,2021,3.2,Other
adults,Total Disabled,Family wellbeing - low,2021,7.4,Other
adults,Non-disabled men,Family wellbeing - low,2021,3.2,Other
adults,Disabled men,Family wellbeing - low,2021,3.7,Other
adults,Non-disabled women,Family wellbeing - low,2021,3.2,Other
adults,Disabled women,Family wellbeing - low,2021,10.7,Other
adults,Total,Mean family wellbeing rating,2021,7.8,Measurement
adults,Men,Mean family wellbeing rating,2021,7.8,Measurement
adults,Women,Mean family wellbeing rating,2021,7.7,Measurement
adults,"15-24",Mean family wellbeing rating,2021,7.8,Measurement
adults,"25-34",Mean family wellbeing rating,2021,7.7,Measurement
adults,"35-44",Mean family wellbeing rating,2021,7.9,Measurement
adults,"45-54",Mean family wellbeing rating,2021,7.7,Measurement
adults,"55-64",Mean family wellbeing rating,2021,7.6,Measurement
adults,"65-74",Mean family wellbeing rating,2021,7.9,Measurement
adults,"75+",Mean family wellbeing rating,2021,8.2,Measurement
adults,Total Māori,Mean family wellbeing rating,2021,7.7,Measurement
adults,Total Pacific,Mean family wellbeing rating,2021,8.2,Measurement
adults,Total Asian,Mean family wellbeing rating,2021,8.1,Measurement
adults,Total European/Other,Mean family wellbeing rating,2021,7.7,Measurement
adults,Total Northern,Mean family wellbeing rating,2021,7.9,Measurement
adults,Total Midland,Mean family wellbeing rating,2021,7.7,Measurement
adults,Total Central,Mean family wellbeing rating,2021,7.7,Measurement
adults,Total South Island,Mean family wellbeing rating,2021,7.7,Measurement
adults,Māori men,Mean family wellbeing rating,2021,7.7,Measurement
adults,Māori women,Mean family wellbeing rating,2021,7.6,Measurement
adults,Pacific men,Mean family wellbeing rating,2021,8.4,Measurement
adults,Pacific women,Mean family wellbeing rating,2021,8.0,Measurement
adults,Asian men,Mean family wellbeing rating,2021,8.2,Measurement
adults,Asian women,Mean family wellbeing rating,2021,8.0,Measurement
adults,European/Other men,Mean family wellbeing rating,2021,7.7,Measurement
adults,European/Other women,Mean family wellbeing rating,2021,7.7,Measurement
adults,Northern men,Mean family wellbeing rating,2021,8.0,Measurement
adults,Midland men,Mean family wellbeing rating,2021,7.7,Measurement
adults,Central men,Mean family wellbeing rating,2021,7.7,Measurement
adults,South Island men,Mean family wellbeing rating,2021,7.8,Measurement
adults,Northern women,Mean family wellbeing rating,2021,7.8,Measurement
adults,Midland women,Mean family wellbeing rating,2021,7.8,Measurement
adults,Central women,Mean family wellbeing rating,2021,7.7,Measurement
adults,South Island women,Mean family wellbeing rating,2021,7.6,Measurement
adults,Total Non-disabled,Mean family wellbeing rating,2021,7.8,Measurement
adults,Total Disabled,Mean family wellbeing rating,2021,7.3,Measurement
adults,Non-disabled men,Mean family wellbeing rating,2021,7.9,Measurement
adults,Disabled men,Mean family wellbeing rating,2021,7.4,Measurement
adults,Non-disabled women,Mean family wellbeing rating,2021,7.8,Measurement
adults,Disabled women,Mean family wellbeing rating,2021,7.1,Measurement
adults,Total,Life satisfaction - high or very high,2021,82.9,Other
adults,Men,Life satisfaction - high or very high,2021,85.1,Other
adults,Women,Life satisfaction - high or very high,2021,80.9,Other
adults,"15-24",Life satisfaction - high or very high,2021,79.3,Other
adults,"25-34",Life satisfaction - high or very high,2021,83.9,Other
adults,"35-44",Life satisfaction - high or very high,2021,84.3,Other
adults,"45-54",Life satisfaction - high or very high,2021,81.0,Other
adults,"55-64",Life satisfaction - high or very high,2021,80.3,Other
adults,"65-74",Life satisfaction - high or very high,2021,89.1,Other
adults,"75+",Life satisfaction - high or very high,2021,84.8,Other
adults,Total Māori,Life satisfaction - high or very high,2021,77.3,Other
adults,Total Pacific,Life satisfaction - high or very high,2021,80.6,Other
adults,Total Asian,Life satisfaction - high or very high,2021,85.1,Other
adults,Total European/Other,Life satisfaction - high or very high,2021,83.0,Other
adults,Total Northern,Life satisfaction - high or very high,2021,83.3,Other
adults,Total Midland,Life satisfaction - high or very high,2021,81.1,Other
adults,Total Central,Life satisfaction - high or very high,2021,82.6,Other
adults,Total South Island,Life satisfaction - high or very high,2021,84.3,Other
adults,Māori men,Life satisfaction - high or very high,2021,80.4,Other
adults,Māori women,Life satisfaction - high or very high,2021,74.3,Other
adults,Pacific men,Life satisfaction - high or very high,2021,89.2,Other
adults,Pacific women,Life satisfaction - high or very high,2021,73.3,Other
adults,Asian men,Life satisfaction - high or very high,2021,84.2,Other
adults,Asian women,Life satisfaction - high or very high,2021,86.0,Other
adults,European/Other men,Life satisfaction - high or very high,2021,85.1,Other
adults,European/Other women,Life satisfaction - high or very high,2021,80.9,Other
adults,Northern men,Life satisfaction - high or very high,2021,86.8,Other
adults,Midland men,Life satisfaction - high or very high,2021,81.0,Other
adults,Central men,Life satisfaction - high or very high,2021,83.4,Other
adults,South Island men,Life satisfaction - high or very high,2021,87.3,Other
adults,Northern women,Life satisfaction - high or very high,2021,80.3,Other
adults,Midland women,Life satisfaction - high or very high,2021,81.1,Other
adults,Central women,Life satisfaction - high or very high,2021,81.7,Other
adults,South Island women,Life satisfaction - high or very high,2021,80.8,Other
adults,Total Non-disabled,Life satisfaction - high or very high,2021,84.7,Other
adults,Total Disabled,Life satisfaction - high or very high,2021,65.0,Other
adults,Non-disabled men,Life satisfaction - high or very high,2021,86.6,Other
adults,Disabled men,Life satisfaction - high or very high,2021,68.7,Other
