"population","indicator","year","comparison","rate_ratio","low_ci","high_ci","adjusted_factors"
adults,Healthy weight,2024,Asian men vs non-Asian men,1.58,1.34,1.87,Age
adults,Healthy weight,2024,Asian women vs non-Asian women,1.61,1.41,1.85,Age
adults,Healthy weight,2024,Most deprived vs least deprived,0.75,0.64,0.87,"Age, gender, ethnic group"
adults,Healthy weight,2024,Most deprived vs least deprived - men,0.86,0.67,1.1,"Age, ethnic group"
adults,Healthy weight,2024,Most deprived vs least deprived - women,0.67,0.54,0.82,"Age, ethnic group"
adults,Healthy weight,2024,Disabled adults vs non-disabled adults,0.67,0.55,0.82,"Age, gender"
adults,Overweight (but not obese),2024,Men vs women,1.33,1.24,1.44,Age
adults,Overweight (but not obese),2024,Māori vs non-Māori,0.94,0.85,1.04,"Age, gender"
adults,Overweight (but not obese),2024,Māori men vs non-Māori men,0.88,0.75,1.04,Age
adults,Overweight (but not obese),2024,Māori women vs non-Māori women,1.01,0.88,1.16,Age
adults,Overweight (but not obese),2024,Pacific vs non-Pacific,0.57,0.45,0.71,"Age, gender"
adults,Overweight (but not obese),2024,Pacific men vs non-Pacific men,0.59,0.41,0.84,Age
adults,Overweight (but not obese),2024,Pacific women vs non-Pacific women,0.54,0.41,0.73,Age
adults,Overweight (but not obese),2024,Asian vs non-Asian,1.02,0.92,1.13,"Age, gender"
adults,Overweight (but not obese),2024,Asian men vs non-Asian men,1.02,0.89,1.17,Age
adults,Overweight (but not obese),2024,Asian women vs non-Asian women,1.02,0.86,1.2,Age
adults,Overweight (but not obese),2024,Most deprived vs least deprived,0.85,0.74,0.99,"Age, gender, ethnic group"
adults,Overweight (but not obese),2024,Most deprived vs least deprived - men,0.81,0.66,1.0,"Age, ethnic group"
adults,Overweight (but not obese),2024,Most deprived vs least deprived - women,0.91,0.74,1.13,"Age, ethnic group"
adults,Overweight (but not obese),2024,Disabled adults vs non-disabled adults,0.82,0.69,0.97,"Age, gender"
adults,Overweight or obese,2024,Men vs women,1.1,1.06,1.14,Age
adults,Overweight or obese,2024,Māori vs non-Māori,1.22,1.17,1.27,"Age, gender"
adults,Overweight or obese,2024,Māori men vs non-Māori men,1.13,1.06,1.21,Age
adults,Overweight or obese,2024,Māori women vs non-Māori women,1.31,1.24,1.39,Age
adults,Overweight or obese,2024,Pacific vs non-Pacific,1.37,1.3,1.43,"Age, gender"
adults,Overweight or obese,2024,Pacific men vs non-Pacific men,1.31,1.21,1.42,Age
adults,Overweight or obese,2024,Pacific women vs non-Pacific women,1.43,1.35,1.51,Age
adults,Overweight or obese,2024,Asian vs non-Asian,0.74,0.69,0.8,"Age, gender"
adults,Overweight or obese,2024,Asian men vs non-Asian men,0.78,0.71,0.87,Age
adults,Overweight or obese,2024,Asian women vs non-Asian women,0.69,0.6,0.79,Age
adults,Overweight or obese,2024,Most deprived vs least deprived,1.15,1.08,1.23,"Age, gender, ethnic group"
adults,Overweight or obese,2024,Most deprived vs least deprived - men,1.09,0.98,1.2,"Age, ethnic group"
adults,Overweight or obese,2024,Most deprived vs least deprived - women,1.22,1.08,1.37,"Age, ethnic group"
adults,Overweight or obese,2024,Disabled adults vs non-disabled adults,1.16,1.09,1.23,"Age, gender"
adults,Obese,2024,Men vs women,0.91,0.84,0.98,Age
adults,Obese,2024,Māori vs non-Māori,1.54,1.43,1.66,"Age, gender"
adults,Obese,2024,Māori men vs non-Māori men,1.48,1.31,1.67,Age
adults,Obese,2024,Māori women vs non-Māori women,1.59,1.45,1.75,Age
adults,Obese,2024,Pacific vs non-Pacific,2.29,2.1,2.49,"Age, gender"
adults,Obese,2024,Pacific men vs non-Pacific men,2.33,2.03,2.68,Age
adults,Obese,2024,Pacific women vs non-Pacific women,2.25,2.04,2.48,Age
adults,Obese,2024,Asian vs non-Asian,0.48,0.4,0.57,"Age, gender"
adults,Obese,2024,Asian men vs non-Asian men,0.52,0.4,0.66,Age
adults,Obese,2024,Asian women vs non-Asian women,0.45,0.34,0.58,Age
adults,Obese,2024,Most deprived vs least deprived,1.54,1.32,1.78,"Age, gender, ethnic group"
adults,Obese,2024,Most deprived vs least deprived - men,1.53,1.23,1.9,"Age, ethnic group"
adults,Obese,2024,Most deprived vs least deprived - women,1.52,1.24,1.87,"Age, ethnic group"
adults,Obese,2024,Disabled adults vs non-disabled adults,1.5,1.34,1.68,"Age, gender"
adults,Obese class 1,2024,Men vs women,1.14,1.02,1.27,Age
adults,Obese class 1,2024,Māori vs non-Māori,1.24,1.09,1.41,"Age, gender"
adults,Obese class 1,2024,Māori men vs non-Māori men,1.21,1.0,1.46,Age
adults,Obese class 1,2024,Māori women vs non-Māori women,1.28,1.08,1.51,Age
adults,Obese class 1,2024,Pacific vs non-Pacific,1.33,1.09,1.62,"Age, gender"
adults,Obese class 1,2024,Pacific men vs non-Pacific men,1.56,1.21,2.01,Age
adults,Obese class 1,2024,Pacific women vs non-Pacific women,1.12,0.85,1.49,Age
adults,Obese class 1,2024,Asian vs non-Asian,0.72,0.58,0.91,"Age, gender"
adults,Obese class 1,2024,Asian men vs non-Asian men,0.7,0.51,0.95,Age
adults,Obese class 1,2024,Asian women vs non-Asian women,0.75,0.55,1.02,Age
adults,Obese class 1,2024,Most deprived vs least deprived,1.1,0.93,1.3,"Age, gender, ethnic group"
adults,Obese class 1,2024,Most deprived vs least deprived - men,1.04,0.8,1.34,"Age, ethnic group"
adults,Obese class 1,2024,Most deprived vs least deprived - women,1.16,0.87,1.54,"Age, ethnic group"
adults,Obese class 1,2024,Disabled adults vs non-disabled adults,1.2,0.95,1.51,"Age, gender"
adults,Obese class 2,2024,Men vs women,0.74,0.63,0.88,Age
adults,Obese class 2,2024,Māori vs non-Māori,1.85,1.53,2.23,"Age, gender"
adults,Obese class 2,2024,Māori men vs non-Māori men,2.05,1.48,2.85,Age
adults,Obese class 2,2024,Māori women vs non-Māori women,1.7,1.37,2.11,Age
adults,Obese class 2,2024,Pacific vs non-Pacific,3.17,2.48,4.04,"Age, gender"
adults,Obese class 2,2024,Pacific men vs non-Pacific men,3.73,2.52,5.51,Age
adults,Obese class 2,2024,Pacific women vs non-Pacific women,2.84,2.23,3.62,Age
adults,Obese class 2,2024,Asian vs non-Asian,0.24,0.15,0.38,"Age, gender"
adults,Obese class 2,2024,Asian men vs non-Asian men,0.27,0.13,0.56,Age
adults,Obese class 2,2024,Asian women vs non-Asian women,0.21,0.13,0.35,Age
adults,Obese class 2,2024,Most deprived vs least deprived,1.86,1.32,2.63,"Age, gender, ethnic group"
adults,Obese class 2,2024,Most deprived vs least deprived - men,2.69,1.48,4.9,"Age, ethnic group"
adults,Obese class 2,2024,Most deprived vs least deprived - women,1.45,0.93,2.25,"Age, ethnic group"
adults,Obese class 2,2024,Disabled adults vs non-disabled adults,1.6,1.23,2.09,"Age, gender"
adults,Obese class 3,2024,Men vs women,0.58,0.47,0.71,Age
adults,Obese class 3,2024,Māori vs non-Māori,2.16,1.67,2.8,"Age, gender"
adults,Obese class 3,2024,Māori men vs non-Māori men,1.88,1.17,3.02,Age
adults,Obese class 3,2024,Māori women vs non-Māori women,2.33,1.8,3.03,Age
adults,Obese class 3,2024,Pacific vs non-Pacific,4.81,3.8,6.08,"Age, gender"
adults,Obese class 3,2024,Pacific men vs non-Pacific men,4.63,2.8,7.65,Age
adults,Obese class 3,2024,Pacific women vs non-Pacific women,4.93,3.92,6.2,Age
adults,Obese class 3,2024,Asian vs non-Asian,0.19,0.09,0.39,"Age, gender"
adults,Obese class 3,2024,Asian men vs non-Asian men,0.24,0.11,0.54,Age
adults,Obese class 3,2024,Asian women vs non-Asian women,0.15,0.03,0.68,Age
adults,Obese class 3,2024,Most deprived vs least deprived,3.71,2.11,6.54,"Age, gender, ethnic group"
adults,Obese class 3,2024,Most deprived vs least deprived - men,4.4,1.89,10.25,"Age, ethnic group"
adults,Obese class 3,2024,Most deprived vs least deprived - women,3.35,1.83,6.13,"Age, ethnic group"
adults,Obese class 3,2024,Disabled adults vs non-disabled adults,2.57,2.0,3.29,"Age, gender"
adults,Waist to height ratio ≥ 0.5,2024,Men vs women,1.2,1.16,1.25,Age
adults,Waist to height ratio ≥ 0.5,2024,Māori vs non-Māori,1.16,1.11,1.21,"Age, gender"
adults,Waist to height ratio ≥ 0.5,2024,Māori men vs non-Māori men,1.1,1.03,1.17,Age
adults,Waist to height ratio ≥ 0.5,2024,Māori women vs non-Māori women,1.23,1.15,1.31,Age
adults,Waist to height ratio ≥ 0.5,2024,Pacific vs non-Pacific,1.33,1.26,1.39,"Age, gender"
adults,Waist to height ratio ≥ 0.5,2024,Pacific men vs non-Pacific men,1.22,1.13,1.32,Age
adults,Waist to height ratio ≥ 0.5,2024,Pacific women vs non-Pacific women,1.45,1.36,1.55,Age
adults,Waist to height ratio ≥ 0.5,2024,Asian vs non-Asian,0.88,0.82,0.94,"Age, gender"
adults,Waist to height ratio ≥ 0.5,2024,Asian men vs non-Asian men,0.89,0.82,0.96,Age
adults,Waist to height ratio ≥ 0.5,2024,Asian women vs non-Asian women,0.87,0.79,0.97,Age
adults,Waist to height ratio ≥ 0.5,2024,Most deprived vs least deprived,1.14,1.04,1.24,"Age, gender, ethnic group"
adults,Waist to height ratio ≥ 0.5,2024,Most deprived vs least deprived - men,1.07,0.98,1.17,"Age, ethnic group"
adults,Waist to height ratio ≥ 0.5,2024,Most deprived vs least deprived - women,1.25,1.08,1.44,"Age, ethnic group"
adults,Waist to height ratio ≥ 0.5,2024,Disabled adults vs non-disabled adults,1.16,1.1,1.23,"Age, gender"
adults,Mean BMI (kg/m²),2024,Men vs women,0.99,0.98,1.0,Age
adults,Mean BMI (kg/m²),2024,Māori vs non-Māori,1.1,1.08,1.12,"Age, gender"
adults,Mean BMI (kg/m²),2024,Māori men vs non-Māori men,1.08,1.05,1.11,Age
adults,Mean BMI (kg/m²),2024,Māori women vs non-Māori women,1.12,1.1,1.15,Age
adults,Mean BMI (kg/m²),2024,Pacific vs non-Pacific,1.26,1.22,1.3,"Age, gender"
adults,Mean BMI (kg/m²),2024,Pacific men vs non-Pacific men,1.22,1.16,1.27,Age
adults,Mean BMI (kg/m²),2024,Pacific women vs non-Pacific women,1.29,1.25,1.34,Age
adults,Mean BMI (kg/m²),2024,Asian vs non-Asian,0.89,0.87,0.9,"Age, gender"
adults,Mean BMI (kg/m²),2024,Asian men vs non-Asian men,0.91,0.89,0.93,Age
adults,Mean BMI (kg/m²),2024,Asian women vs non-Asian women,0.86,0.84,0.89,Age
adults,Mean BMI (kg/m²),2024,Most deprived vs least deprived,1.09,1.06,1.11,"Age, gender, ethnic group"
adults,Mean BMI (kg/m²),2024,Most deprived vs least deprived - men,1.07,1.03,1.1,"Age, ethnic group"
adults,Mean BMI (kg/m²),2024,Most deprived vs least deprived - women,1.1,1.06,1.15,"Age, ethnic group"
adults,Mean BMI (kg/m²),2024,Disabled adults vs non-disabled adults,1.09,1.07,1.12,"Age, gender"
adults,Mean weight (kg),2024,Men vs women,1.15,1.14,1.17,Age
adults,Mean weight (kg),2024,Māori vs non-Māori,1.11,1.09,1.13,"Age, gender"
adults,Mean weight (kg),2024,Māori men vs non-Māori men,1.08,1.06,1.11,Age
adults,Mean weight (kg),2024,Māori women vs non-Māori women,1.13,1.1,1.16,Age
adults,Mean weight (kg),2024,Pacific vs non-Pacific,1.27,1.23,1.31,"Age, gender"
adults,Mean weight (kg),2024,Pacific men vs non-Pacific men,1.22,1.16,1.28,Age
adults,Mean weight (kg),2024,Pacific women vs non-Pacific women,1.32,1.27,1.38,Age
adults,Mean weight (kg),2024,Asian vs non-Asian,0.82,0.8,0.84,"Age, gender"
adults,Mean weight (kg),2024,Asian men vs non-Asian men,0.84,0.82,0.86,Age
adults,Mean weight (kg),2024,Asian women vs non-Asian women,0.8,0.77,0.82,Age
adults,Mean weight (kg),2024,Most deprived vs least deprived,1.06,1.03,1.09,"Age, gender, ethnic group"
adults,Mean weight (kg),2024,Most deprived vs least deprived - men,1.04,1.01,1.07,"Age, ethnic group"
adults,Mean weight (kg),2024,Most deprived vs least deprived - women,1.08,1.04,1.13,"Age, ethnic group"
adults,Mean weight (kg),2024,Disabled adults vs non-disabled adults,1.08,1.06,1.11,"Age, gender"
adults,Mean height (cm),2024,Men vs women,1.08,1.08,1.08,Age
adults,Mean height (cm),2024,Māori vs non-Māori,1.0,1.0,1.01,"Age, gender"
adults,Mean height (cm),2024,Māori men vs non-Māori men,1.0,1.0,1.01,Age
adults,Mean height (cm),2024,Māori women vs non-Māori women,1.0,1.0,1.01,Age
adults,Mean height (cm),2024,Pacific vs non-Pacific,1.01,1.0,1.01,"Age, gender"
adults,Mean height (cm),2024,Pacific men vs non-Pacific men,1.0,0.99,1.01,Age
adults,Mean height (cm),2024,Pacific women vs non-Pacific women,1.01,1.0,1.02,Age
adults,Mean height (cm),2024,Asian vs non-Asian,0.96,0.96,0.97,"Age, gender"
adults,Mean height (cm),2024,Asian men vs non-Asian men,0.96,0.96,0.97,Age
adults,Mean height (cm),2024,Asian women vs non-Asian women,0.96,0.96,0.97,Age
adults,Mean height (cm),2024,Most deprived vs least deprived,0.99,0.98,0.99,"Age, gender, ethnic group"
adults,Mean height (cm),2024,Most deprived vs least deprived - men,0.99,0.98,0.99,"Age, ethnic group"
adults,Mean height (cm),2024,Most deprived vs least deprived - women,0.99,0.98,0.99,"Age, ethnic group"
adults,Mean height (cm),2024,Disabled adults vs non-disabled adults,1.0,0.99,1.0,"Age, gender"
adults,Mean waist (cm),2024,Men vs women,1.1,1.09,1.11,Age
adults,Mean waist (cm),2024,Māori vs non-Māori,1.06,1.05,1.08,"Age, gender"
adults,Mean waist (cm),2024,Māori men vs non-Māori men,1.04,1.03,1.06,Age
adults,Mean waist (cm),2024,Māori women vs non-Māori women,1.08,1.06,1.1,Age
adults,Mean waist (cm),2024,Pacific vs non-Pacific,1.16,1.13,1.19,"Age, gender"
adults,Mean waist (cm),2024,Pacific men vs non-Pacific men,1.12,1.08,1.15,Age
adults,Mean waist (cm),2024,Pacific women vs non-Pacific women,1.2,1.17,1.23,Age
adults,Mean waist (cm),2024,Asian vs non-Asian,0.91,0.9,0.93,"Age, gender"
adults,Mean waist (cm),2024,Asian men vs non-Asian men,0.92,0.9,0.93,Age
adults,Mean waist (cm),2024,Asian women vs non-Asian women,0.91,0.89,0.93,Age
adults,Mean waist (cm),2024,Most deprived vs least deprived,1.06,1.04,1.08,"Age, gender, ethnic group"
adults,Mean waist (cm),2024,Most deprived vs least deprived - men,1.04,1.02,1.06,"Age, ethnic group"
adults,Mean waist (cm),2024,Most deprived vs least deprived - women,1.07,1.04,1.11,"Age, ethnic group"
adults,Mean waist (cm),2024,Disabled adults vs non-disabled adults,1.08,1.06,1.09,"Age, gender"
adults,GP visit,2024,Men vs women,0.89,0.86,0.92,Age
adults,GP visit,2024,Māori vs non-Māori,0.97,0.93,1.01,"Age, gender"
adults,GP visit,2024,Māori men vs non-Māori men,0.99,0.93,1.06,Age
adults,GP visit,2024,Māori women vs non-Māori women,0.94,0.9,0.98,Age
adults,GP visit,2024,Pacific vs non-Pacific,0.95,0.89,1.02,"Age, gender"
adults,GP visit,2024,Pacific men vs non-Pacific men,0.91,0.8,1.03,Age
adults,GP visit,2024,Pacific women vs non-Pacific women,0.99,0.92,1.05,Age
adults,GP visit,2024,Asian vs non-Asian,0.95,0.9,0.99,"Age, gender"
adults,GP visit,2024,Asian men vs non-Asian men,0.95,0.88,1.03,Age
adults,GP visit,2024,Asian women vs non-Asian women,0.94,0.89,0.99,Age
adults,GP visit,2024,Most deprived vs least deprived,0.91,0.86,0.97,"Age, gender, ethnic group"
adults,GP visit,2024,Most deprived vs least deprived - men,0.9,0.82,1.0,"Age, ethnic group"
adults,GP visit,2024,Most deprived vs least deprived - women,0.92,0.86,0.98,"Age, ethnic group"
adults,GP visit,2024,Disabled adults vs non-disabled adults,1.15,1.1,1.2,"Age, gender"
adults,Mean number of GP visits,2024,Men vs women,0.75,0.7,0.8,Age
adults,Mean number of GP visits,2024,Māori vs non-Māori,1.15,1.06,1.24,"Age, gender"
adults,Mean number of GP visits,2024,Māori men vs non-Māori men,1.2,1.06,1.35,Age
adults,Mean number of GP visits,2024,Māori women vs non-Māori women,1.11,1.0,1.23,Age
adults,Mean number of GP visits,2024,Pacific vs non-Pacific,1.28,1.07,1.53,"Age, gender"
adults,Mean number of GP visits,2024,Pacific men vs non-Pacific men,1.21,0.88,1.67,Age
adults,Mean number of GP visits,2024,Pacific women vs non-Pacific women,1.33,1.11,1.58,Age
adults,Mean number of GP visits,2024,Asian vs non-Asian,0.83,0.74,0.94,"Age, gender"
adults,Mean number of GP visits,2024,Asian men vs non-Asian men,0.92,0.8,1.05,Age
adults,Mean number of GP visits,2024,Asian women vs non-Asian women,0.76,0.64,0.9,Age
adults,Mean number of GP visits,2024,Most deprived vs least deprived,1.14,0.98,1.33,"Age, gender, ethnic group"
adults,Mean number of GP visits,2024,Most deprived vs least deprived - men,1.1,0.89,1.36,"Age, ethnic group"
adults,Mean number of GP visits,2024,Most deprived vs least deprived - women,1.16,0.94,1.41,"Age, ethnic group"
adults,Mean number of GP visits,2024,Disabled adults vs non-disabled adults,1.97,1.76,2.2,"Age, gender"
adults,Practice nurse visit,2024,Men vs women,0.77,0.7,0.84,Age
adults,Practice nurse visit,2024,Māori vs non-Māori,1.18,1.08,1.3,"Age, gender"
adults,Practice nurse visit,2024,Māori men vs non-Māori men,1.17,0.99,1.38,Age
adults,Practice nurse visit,2024,Māori women vs non-Māori women,1.18,1.06,1.31,Age
adults,Practice nurse visit,2024,Pacific vs non-Pacific,0.93,0.76,1.13,"Age, gender"
adults,Practice nurse visit,2024,Pacific men vs non-Pacific men,0.84,0.6,1.16,Age
adults,Practice nurse visit,2024,Pacific women vs non-Pacific women,0.98,0.79,1.22,Age
adults,Practice nurse visit,2024,Asian vs non-Asian,0.57,0.47,0.68,"Age, gender"
adults,Practice nurse visit,2024,Asian men vs non-Asian men,0.73,0.56,0.93,Age
adults,Practice nurse visit,2024,Asian women vs non-Asian women,0.47,0.38,0.59,Age
adults,Practice nurse visit,2024,Most deprived vs least deprived,0.92,0.79,1.08,"Age, gender, ethnic group"
adults,Practice nurse visit,2024,Most deprived vs least deprived - men,0.78,0.61,0.98,"Age, ethnic group"
